Category,Product Name,Material Composition,Product Name with Keywords,Fragility,Predicted Packaging Material,Protective Packaging Tip,Image Paths
Furniture,"Rocking chair: Wood, metal, fabric, foam","['Metal', 'Wood', 'Fabric', 'Foam']","Rocking chair: Wood, metal, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Armchair: Wood, metal, fabric, foam","['Metal', 'Wood', 'Fabric', 'Foam']","Armchair: Wood, metal, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Accent chair: Wood, metal, fabric, foam","['Metal', 'Wood', 'Fabric', 'Foam']","Accent chair: Wood, metal, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Wingback chair: Wood, metal, fabric, foam","['Metal', 'Wood', 'Fabric', 'Foam']","Wingback chair: Wood, metal, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Club chair: Wood, metal, fabric, foam","['Metal', 'Wood', 'Fabric', 'Foam']","Club chair: Wood, metal, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Tub chair: Wood, metal, fabric, foam","['Metal', 'Wood', 'Fabric', 'Foam']","Tub chair: Wood, metal, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Swivel chair: Wood, metal, fabric, foam","['Metal', 'Wood', 'Fabric', 'Foam']","Swivel chair: Wood, metal, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Lounge chair: Wood, metal, fabric, foam","['Metal', 'Wood', 'Fabric', 'Foam']","Lounge chair: Wood, metal, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Bar chair: Wood, metal, plastic, fabric","['Metal', 'Plastic', 'Wood', 'Fabric']","Bar chair: Wood, metal, plastic, fabric metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Counter chair: Wood, metal, plastic, fabric","['Metal', 'Plastic', 'Wood', 'Fabric']","Counter chair: Wood, metal, plastic, fabric metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Papasan chair: Wood, metal, fabric, foam","['Metal', 'Wood', 'Fabric', 'Foam']","Papasan chair: Wood, metal, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Egg chair: Wood, metal, fabric, foam","['Metal', 'Wood', 'Fabric', 'Foam']","Egg chair: Wood, metal, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Bubble chair: Metal, plastic, fabric","['Metal', 'Plastic', 'Fabric']","Bubble chair: Metal, plastic, fabric metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Ball chair: Metal, plastic, fabric","['Metal', 'Plastic', 'Fabric']","Ball chair: Metal, plastic, fabric metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Hanging chair: Metal, plastic, fabric","['Metal', 'Plastic', 'Fabric']","Hanging chair: Metal, plastic, fabric metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Glider chair: Wood, metal, fabric, foam","['Metal', 'Wood', 'Fabric', 'Foam']","Glider chair: Wood, metal, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Massage chair: Metal, plastic, fabric, foam","['Metal', 'Plastic', 'Fabric', 'Foam']","Massage chair: Metal, plastic, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Theater seating: Wood, metal, fabric, foam","['Metal', 'Wood', 'Fabric', 'Foam']","Theater seating: Wood, metal, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Bean bag chair: Fabric, foam","['Fabric', 'Foam']","Bean bag chair: Fabric, foam fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Not Fragile,Corrugated plastic mailers,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic mailers\Image_1.jpg
Furniture,"Floor chair: Fabric, foam","['Fabric', 'Foam']","Floor chair: Fabric, foam fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Not Fragile,Mailing tubes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Mailing tubes\Image_1.jpg
Furniture,"Pouf: Fabric, foam","['Fabric', 'Foam']","Pouf: Fabric, foam fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Not Fragile,Cardboard boxes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Cardboard boxes\Image_1.jpg
Furniture,"Footstool: Wood, metal, plastic, fabric, foam","['Metal', 'Plastic', 'Wood', 'Fabric', 'Foam']","Footstool: Wood, metal, plastic, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Stool: Wood, metal, plastic, fabric, foam","['Metal', 'Plastic', 'Wood', 'Fabric', 'Foam']","Stool: Wood, metal, plastic, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Step stool: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Step stool: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Ladder stool: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Ladder stool: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage bench: Wood, metal, fabric, foam","['Metal', 'Wood', 'Fabric', 'Foam']","Storage bench: Wood, metal, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage ottoman: Wood, metal, fabric, foam","['Metal', 'Wood', 'Fabric', 'Foam']","Storage ottoman: Wood, metal, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage chest: Wood, metal, fabric","['Metal', 'Wood', 'Fabric']","Storage chest: Wood, metal, fabric metal aluminum steel iron stainless steel phosphor bronze mercury wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage trunk: Wood, metal, fabric","['Metal', 'Wood', 'Fabric']","Storage trunk: Wood, metal, fabric metal aluminum steel iron stainless steel phosphor bronze mercury wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage cabinet: Wood, metal, plastic, glass","['Metal', 'Plastic', 'Glass', 'Wood']","Storage cabinet: Wood, metal, plastic, glass metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber glass crystal transparent wood timber plywood hardwood",Highly Fragile,Packing peanuts,Products in this category are highly fragile and require the utmost care during packaging. Use multiple layers of padding and consider double boxing for added protection.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Packing peanuts\Image_1.jpg
Furniture,"Storage shelf: Wood, metal, plastic, glass","['Metal', 'Plastic', 'Glass', 'Wood']","Storage shelf: Wood, metal, plastic, glass metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber glass crystal transparent wood timber plywood hardwood",Highly Fragile,Packing peanuts,Products in this category are highly fragile and require the utmost care during packaging. Use multiple layers of padding and consider double boxing for added protection.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Packing peanuts\Image_1.jpg
Furniture,"Storage rack: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Storage rack: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage drawer: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Storage drawer: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage basket: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Storage basket: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage bin: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Storage bin: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage box: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Storage box: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage crate: Wood, plastic","['Plastic', 'Wood']","Storage crate: Wood, plastic plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Corrugated mailers,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated mailers\Image_1.jpg
Furniture,"Storage tower: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Storage tower: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage locker: Metal, plastic","['Metal', 'Plastic']","Storage locker: Metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage caddy: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Storage caddy: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage cart: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Storage cart: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage trolley: Metal, plastic","['Metal', 'Plastic']","Storage trolley: Metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage organizer: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Storage organizer: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage unit: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Storage unit: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage system: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Storage system: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage solution: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Storage solution: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage furniture: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Storage furniture: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage bed: Wood, metal, fabric, foam","['Metal', 'Wood', 'Fabric', 'Foam']","Storage bed: Wood, metal, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage sofa: Wood, metal, fabric, foam","['Metal', 'Wood', 'Fabric', 'Foam']","Storage sofa: Wood, metal, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage table: Wood, metal, plastic, glass","['Metal', 'Plastic', 'Glass', 'Wood']","Storage table: Wood, metal, plastic, glass metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber glass crystal transparent wood timber plywood hardwood",Highly Fragile,Packing peanuts,Products in this category are highly fragile and require the utmost care during packaging. Use multiple layers of padding and consider double boxing for added protection.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Packing peanuts\Image_1.jpg
Furniture,"Storage desk: Wood, metal, plastic","['Metal', 'Plastic', 'Wood']","Storage desk: Wood, metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage chair: Wood, metal, plastic, fabric, foam","['Metal', 'Plastic', 'Wood', 'Fabric', 'Foam']","Storage chair: Wood, metal, plastic, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage bench seat: Wood, metal, fabric, foam","['Metal', 'Wood', 'Fabric', 'Foam']","Storage bench seat: Wood, metal, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage ottoman bench: Wood, metal, fabric, foam","['Metal', 'Wood', 'Fabric', 'Foam']","Storage ottoman bench: Wood, metal, fabric, foam metal aluminum steel iron stainless steel phosphor bronze mercury wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal foam",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Furniture,"Storage chest trunk: Wood, metal, fabric","['Metal', 'Wood', 'Fabric']","Storage chest trunk: Wood, metal, fabric metal aluminum steel iron stainless steel phosphor bronze mercury wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
